,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name
332,majalgaon,sesamum,2014,november,19,8581,9384,8691.0,2014-11,beed,maharashtra
333,chopda,sesamum,2014,december,13,9221,9367,9355.0,2014-12,jalgaon,maharashtra
334,majalgaon,sesamum,2014,september,1,10000,10000,10000.0,2014-09,beed,maharashtra
335,indapur-bhigwan,sesamum,2014,december,2,10250,10250,10250.0,2014-12,pune,maharashtra
336,achalpur,sesamum,2014,september,2,9200,9200,9200.0,2014-09,amaravathi,maharashtra
337,ambejogai,sesamum,2014,october,31,9373,10408,9855.0,2014-10,beed,maharashtra
338,dhule,sesamum,2014,october,32,10465,10948,10748.0,2014-10,dhule,maharashtra
339,murum,sesamum,2014,december,11,8761,8761,8761.0,2014-12,osmanabad,maharashtra
340,gevrai,sesamum,2014,november,13,10434,10867,10778.0,2014-11,beed,maharashtra
341,kille dharur,sesamum,2014,december,7,10401,10850,10626.0,2014-12,beed,maharashtra
342,sonpeth,sesamum,2014,november,1,7901,7901,7901.0,2014-11,parbhani,maharashtra
343,chopda,sesamum,2014,september,2,10400,10400,10400.0,2014-09,jalgaon,maharashtra
344,khamgaon,sesamum,2014,november,79,9721,11158,10439.0,2014-11,buldhana,maharashtra
345,umarga,sesamum,2014,december,26,7672,8727,8450.0,2014-12,osmanabad,maharashtra
346,shirpur,sesamum,2014,november,53,7225,10406,9182.0,2014-11,dhule,maharashtra
347,nandura,sesamum,2014,september,10,8883,10700,9867.0,2014-09,buldhana,maharashtra
348,pune,shewanti,2014,september,18,13333,18667,16000.0,2014-09,pune,maharashtra
349,satana,soybean,2014,november,3,7800,7825,7820.0,2014-11,nasik,maharashtra
350,mumbai,spilt gerrn gram,2014,september,12120,8016,9247,8478.0,2014-09,mumbai,maharashtra
351,mumbai,spilt gerrn gram,2014,december,26850,8207,9207,8507.0,2014-12,mumbai,maharashtra
352,kolhapur-laxmipuri,spilt gerrn gram,2014,november,65,7400,7400,7400.0,2014-11,kolhapur,maharashtra
353,mumbai,spilt gerrn gram,2014,october,21232,8000,9058,8379.0,2014-10,mumbai,maharashtra
354,mumbai,spilt gerrn gram,2014,november,29289,8028,9028,8370.0,2014-11,mumbai,maharashtra
355,kolhapur-laxmipuri,spilt gerrn gram,2014,october,20,8400,8700,8500.0,2014-10,kolhapur,maharashtra
356,kolhapur-laxmipuri,spilt gerrn gram,2014,september,197,8533,8993,8707.0,2014-09,kolhapur,maharashtra
357,mumbai,split black gram,2014,september,9127,6547,8332,7289.0,2014-09,mumbai,maharashtra
358,mumbai,split black gram,2014,november,21542,6500,8172,7186.0,2014-11,mumbai,maharashtra
359,mumbai,split black gram,2014,october,18404,6500,8229,7215.0,2014-10,mumbai,maharashtra
360,kolhapur-laxmipuri,split black gram,2014,october,10,8600,9000,8800.0,2014-10,kolhapur,maharashtra
361,kolhapur-laxmipuri,split black gram,2014,september,202,8587,9060,8787.0,2014-09,kolhapur,maharashtra
362,mumbai,split black gram,2014,december,22113,6607,8030,7169.0,2014-12,mumbai,maharashtra
363,mumbai,tamarind,2014,december,3591,6400,9488,7944.0,2014-12,mumbai,maharashtra
364,mumbai,tamarind,2014,september,2446,6708,10233,8471.0,2014-09,mumbai,maharashtra
365,mumbai,tamarind,2014,october,1980,6059,9094,7579.0,2014-10,mumbai,maharashtra
366,barshi,tamarind,2014,november,11,7139,7139,7139.0,2014-11,solapur,maharashtra
367,mumbai,tamarind,2014,november,2183,6158,9263,7711.0,2014-11,mumbai,maharashtra
368,shegaon,thymol/lovage,2014,october,25,7175,7488,7300.0,2014-10,buldhana,maharashtra
369,nandurbar,thymol/lovage,2014,december,643,9213,12832,11139.0,2014-12,nandurbar,maharashtra
370,shegaon,thymol/lovage,2014,september,32,6942,7889,7837.0,2014-09,buldhana,maharashtra
371,pune,turmeric,2014,september,54,7550,10600,9525.0,2014-09,pune,maharashtra
372,pune,turmeric,2014,october,73,8188,10500,9344.0,2014-10,pune,maharashtra
373,basmat,turmeric,2014,december,7236,6668,9158,7733.0,2014-12,hingoli,maharashtra
374,pune,turmeric,2014,november,18,9000,10417,9708.0,2014-11,pune,maharashtra
375,pune,turmeric,2014,december,101,9083,10367,9725.0,2014-12,pune,maharashtra
376,sangali,turmeric,2014,december,16079,5523,10767,7827.0,2014-12,sangli,maharashtra
377,sangali,turmeric,2014,november,14324,5000,8825,7175.0,2014-11,sangli,maharashtra
378,mumbai,turmeric,2014,november,861,8000,14644,11322.0,2014-11,mumbai,maharashtra
379,mumbai,turmeric,2014,september,1879,10886,14790,12838.0,2014-09,mumbai,maharashtra
380,mumbai,turmeric,2014,october,1649,10347,14800,12573.0,2014-10,mumbai,maharashtra
381,mumbai,turmeric,2014,december,2227,9950,14200,12075.0,2014-12,mumbai,maharashtra
382,karad,apple,2015,july,57,8100,11600,11600.0,2015-07,satara,maharashtra
383,karad,apple,2015,june,120,8273,10818,10409.0,2015-06,satara,maharashtra
384,nashik,apple,2015,march,90,8000,12000,10000.0,2015-03,nasik,maharashtra
385,nagpur,apple,2015,july,6071,4315,12674,10654.0,2015-07,nagpur,maharashtra
386,karad,apple,2015,august,96,7067,9122,9122.0,2015-08,satara,maharashtra
387,karad,apple,2015,april,117,11125,15375,13458.0,2015-04,satara,maharashtra
388,nagpur,apple,2015,august,12715,3640,10396,8707.0,2015-08,nagpur,maharashtra
389,kolhapur,apple,2015,july,811,8605,13776,12092.0,2015-07,kolhapur,maharashtra
390,kolhapur,apple,2015,june,584,10263,13651,12276.0,2015-06,kolhapur,maharashtra
391,kalyan,apple,2015,august,15,7700,12800,9900.0,2015-08,thane,maharashtra
392,mumbai,apple,2015,august,36206,7143,9500,8343.0,2015-08,mumbai,maharashtra
393,sangli-phale bhajipalam,apple,2015,august,6321,3655,12489,8137.0,2015-08,sangli,maharashtra
394,kolhapur,apple,2015,may,50,9250,14000,11000.0,2015-05,kolhapur,maharashtra
395,kalyan,apple,2015,july,6,7500,12000,9000.0,2015-07,thane,maharashtra
396,nashik,apple,2015,february,265,6667,10667,9000.0,2015-02,nasik,maharashtra
397,nagpur,apple,2015,may,1410,6560,10628,8574.0,2015-05,nagpur,maharashtra
398,kalyan,apple,2015,october,18,7333,13500,9917.0,2015-10,thane,maharashtra
399,karad,apple,2015,may,147,14615,19538,16812.0,2015-05,satara,maharashtra
400,nagpur,apple,2015,june,1447,7538,12831,10606.0,2015-06,nagpur,maharashtra
401,kalyan,apple,2015,june,3,15000,20000,18000.0,2015-06,thane,maharashtra
402,nashik,apple,2015,january,196,6000,10500,8250.0,2015-01,nasik,maharashtra
403,kalyan,aster,2015,december,15,8000,9600,8860.0,2015-12,thane,maharashtra
404,sangali,bedana,2015,october,69672,9700,22940,14850.0,2015-10,sangli,maharashtra
405,sangali,bedana,2015,august,54658,9636,21509,14000.0,2015-08,sangli,maharashtra
406,tasgaon,bedana,2015,april,101815,8695,15868,11934.0,2015-04,sangli,maharashtra
407,sangali,bedana,2015,july,53608,9182,20936,14591.0,2015-07,sangli,maharashtra
408,pandharpur,bedana,2015,april,10879,3167,24567,16333.0,2015-04,solapur,maharashtra
409,sangali,bedana,2015,april,63139,9750,24550,16592.0,2015-04,sangli,maharashtra
410,tasgaon,bedana,2015,january,20845,13283,19449,16131.0,2015-01,sangli,maharashtra
411,sangali,bedana,2015,january,18556,11000,30040,19050.0,2015-01,sangli,maharashtra
412,tasgaon,bedana,2015,may,66172,6892,14539,10475.0,2015-05,sangli,maharashtra
413,tasgaon,bedana,2015,june,75578,6506,14858,8583.0,2015-06,sangli,maharashtra
414,tasgaon,bedana,2015,february,40756,11963,18067,14998.0,2015-02,sangli,maharashtra
415,sangali,bedana,2015,september,32260,9375,21900,14925.0,2015-09,sangli,maharashtra
416,pandharpur,bedana,2015,march,12770,4167,25500,16833.0,2015-03,solapur,maharashtra
417,sangali,bedana,2015,may,33931,10000,22613,16163.0,2015-05,sangli,maharashtra
418,sangali,bedana,2015,december,30023,9000,18950,12400.0,2015-12,sangli,maharashtra
419,sangali,bedana,2015,june,46829,9500,22525,15050.0,2015-06,sangli,maharashtra
420,tasgaon,bedana,2015,march,104737,11843,17751,14626.0,2015-03,sangli,maharashtra
421,sangali,bedana,2015,february,39242,10222,25400,16722.0,2015-02,sangli,maharashtra
422,sangali,bedana,2015,march,38183,9875,24175,17025.0,2015-03,sangli,maharashtra
423,mumbai,betelnuts,2015,september,338,28000,31833,29917.0,2015-09,mumbai,maharashtra
424,mumbai,betelnuts,2015,october,88,28000,32000,30000.0,2015-10,mumbai,maharashtra
425,mumbai,betelnuts,2015,february,1805,28909,32000,30455.0,2015-02,mumbai,maharashtra
426,mumbai,betelnuts,2015,january,1834,26958,30458,28708.0,2015-01,mumbai,maharashtra
427,mumbai,betelnuts,2015,may,1116,30952,34952,32952.0,2015-05,mumbai,maharashtra
428,mumbai,betelnuts,2015,december,476,31875,34125,33000.0,2015-12,mumbai,maharashtra
429,mumbai,betelnuts,2015,june,816,32426,36163,34295.0,2015-06,mumbai,maharashtra
430,mumbai,betelnuts,2015,august,726,28000,31000,29500.0,2015-08,mumbai,maharashtra
431,mumbai,betelnuts,2015,april,1351,27429,30000,28714.0,2015-04,mumbai,maharashtra
432,mumbai,betelnuts,2015,july,1193,28650,32300,30475.0,2015-07,mumbai,maharashtra
433,mumbai,betelnuts,2015,march,1521,28500,31300,29900.0,2015-03,mumbai,maharashtra
434,dhule,black gram,2015,october,44,9889,10622,10479.0,2015-10,dhule,maharashtra
435,kalyan,black gram,2015,december,9,10500,11700,11067.0,2015-12,thane,maharashtra
436,telhara,black gram,2015,october,250,8915,9465,9215.0,2015-10,akola,maharashtra
437,kalyan,black gram,2015,july,9,8000,8483,8158.0,2015-07,thane,maharashtra
438,akola,black gram,2015,september,2038,7786,8781,8338.0,2015-09,akola,maharashtra
439,solapur,black gram,2015,october,111,8420,9580,9054.0,2015-10,solapur,maharashtra
440,umarga,black gram,2015,august,45,7370,8489,8197.0,2015-08,osmanabad,maharashtra
441,dhule,black gram,2015,july,18,8080,8080,8080.0,2015-07,dhule,maharashtra
442,shahada,black gram,2015,october,236,8045,10340,9476.0,2015-10,nandurbar,maharashtra
443,tuljapur,black gram,2015,august,206,8297,8545,8545.0,2015-08,osmanabad,maharashtra
444,murtizapur,black gram,2015,september,645,8313,8846,8591.0,2015-09,akola,maharashtra
445,shirpur,black gram,2015,october,296,8467,10998,10346.0,2015-10,dhule,maharashtra
446,bhusaval,black gram,2015,october,21,10088,10250,10125.0,2015-10,jalgaon,maharashtra
447,raver,black gram,2015,september,5,7650,8330,8330.0,2015-09,jalgaon,maharashtra
448,dondaicha,black gram,2015,october,5,8563,8563,8563.0,2015-10,dhule,maharashtra
449,pune,black gram,2015,july,72,7908,8967,8542.0,2015-07,pune,maharashtra
450,murum,black gram,2015,august,170,8611,8888,8746.0,2015-08,osmanabad,maharashtra
451,akola,black gram,2015,october,2360,9695,11434,10652.0,2015-10,akola,maharashtra
452,ambejogai,black gram,2015,december,1,9000,9000,9000.0,2015-12,beed,maharashtra
453,akot,black gram,2015,october,1485,8915,11136,10025.0,2015-10,akola,maharashtra
454,dhule,black gram,2015,november,24,10653,10890,10778.0,2015-11,dhule,maharashtra
455,devala,black gram,2015,october,2,10450,10450,10450.0,2015-10,nasik,maharashtra
456,bhusaval,black gram,2015,november,17,8800,8800,8800.0,2015-11,jalgaon,maharashtra
457,akola,black gram,2015,november,397,9500,10545,10042.0,2015-11,akola,maharashtra
458,jalgaon,black gram,2015,november,530,10242,11036,10877.0,2015-11,jalgaon,maharashtra
459,chopda,black gram,2015,november,6,9150,9375,9375.0,2015-11,jalgaon,maharashtra
460,katol,black gram,2015,october,4,8117,8117,8117.0,2015-10,nagpur,maharashtra
461,murtizapur,black gram,2015,november,25,8668,9088,8955.0,2015-11,akola,maharashtra
462,beed,black gram,2015,december,66,7384,9133,8933.0,2015-12,beed,maharashtra
463,pune,black gram,2015,june,94,8200,8963,8581.0,2015-06,pune,maharashtra
464,balapur,black gram,2015,november,322,8020,10800,9740.0,2015-11,akola,maharashtra
465,balapur,black gram,2015,october,305,7125,8425,10750.0,2015-10,akola,maharashtra
466,devala,black gram,2015,september,9,8013,8190,8190.0,2015-09,nasik,maharashtra
467,sinner,black gram,2015,october,3,9239,9239,9239.0,2015-10,nasik,maharashtra
468,dondaicha,black gram,2015,november,1,10001,10001,10001.0,2015-11,dhule,maharashtra
469,devala,black gram,2015,june,1,9250,9250,9250.0,2015-06,nasik,maharashtra
470,shirpur,black gram,2015,november,80,9526,10378,9967.0,2015-11,dhule,maharashtra
471,jalna,black gram,2015,december,22,8243,9332,9186.0,2015-12,jalna,maharashtra
472,lasalgaon,black gram,2015,october,927,7356,10006,9324.0,2015-10,nasik,maharashtra
473,murtizapur,black gram,2015,october,780,9355,10504,9962.0,2015-10,akola,maharashtra
474,sinner,black gram,2015,december,4,7275,8500,8275.0,2015-12,nasik,maharashtra
475,amalner,black gram,2015,november,3,9500,9500,9500.0,2015-11,jalgaon,maharashtra
476,bhokar,black gram,2015,december,10,8380,8380,8380.0,2015-12,nanded,maharashtra
477,nandurbar,black gram,2015,december,50,8520,8532,8532.0,2015-12,nandurbar,maharashtra
478,loha,black gram,2015,december,14,7854,8468,8325.0,2015-12,nanded,maharashtra
479,jalgaon,black gram,2015,december,313,10282,10906,10824.0,2015-12,jalgaon,maharashtra
480,kurdwadi-modnimb,black gram,2015,september,9,7800,8689,8393.0,2015-09,solapur,maharashtra
481,pune,black gram,2015,december,47,10067,11817,11181.0,2015-12,pune,maharashtra
482,amarawati,black gram,2015,october,84,9311,10891,9797.0,2015-10,amaravathi,maharashtra
483,basmat,black gram,2015,september,18,8167,8600,8433.0,2015-09,hingoli,maharashtra
484,solapur,black gram,2015,september,427,7845,9088,8614.0,2015-09,solapur,maharashtra
485,sengaon,black gram,2015,october,256,8386,10498,9332.0,2015-10,hingoli,maharashtra
486,chopda,black gram,2015,september,186,7350,8749,8233.0,2015-09,jalgaon,maharashtra
487,parbhani,black gram,2015,october,1,10000,10000,10000.0,2015-10,parbhani,maharashtra
488,navapur,black gram,2015,december,14,9000,11000,10100.0,2015-12,nandurbar,maharashtra
489,hingoli,black gram,2015,september,1927,7655,8721,8721.0,2015-09,hingoli,maharashtra
490,jintur,black gram,2015,october,61,8784,10594,10045.0,2015-10,parbhani,maharashtra
491,chandur bajar,black gram,2015,october,96,8600,10922,9635.0,2015-10,amaravathi,maharashtra
492,pune-pimpri,black gram,2015,december,19,10267,11333,11033.0,2015-12,pune,maharashtra
493,mukhed,black gram,2015,september,111,8336,8580,8485.0,2015-09,nanded,maharashtra
494,achalpur,black gram,2015,december,1,8000,8500,8500.0,2015-12,amaravathi,maharashtra
495,naigaon,black gram,2015,september,86,8829,9254,9049.0,2015-09,nanded,maharashtra
496,bhokar,black gram,2015,october,151,9234,10258,9682.0,2015-10,nanded,maharashtra
497,loha,black gram,2015,september,24,8200,8711,8511.0,2015-09,nanded,maharashtra
498,mukhed,black gram,2015,october,101,9011,11134,10344.0,2015-10,nanded,maharashtra
499,loha,black gram,2015,october,58,9233,11600,11000.0,2015-10,nanded,maharashtra
500,pune,black gram,2015,august,83,8150,8975,8675.0,2015-08,pune,maharashtra
501,amarawati,black gram,2015,december,314,7069,9316,8134.0,2015-12,amaravathi,maharashtra
502,deglur,black gram,2015,september,2427,8594,9315,9051.0,2015-09,nanded,maharashtra
503,deglur,black gram,2015,october,786,9563,12305,11379.0,2015-10,nanded,maharashtra
504,amalner,black gram,2015,september,74,9300,9700,9700.0,2015-09,jalgaon,maharashtra
505,chopda,black gram,2015,december,3,8351,8351,8351.0,2015-12,jalgaon,maharashtra
506,naigaon,black gram,2015,december,1,10000,10000,10000.0,2015-12,nanded,maharashtra
507,dudhani,black gram,2015,september,537,8496,9314,9110.0,2015-09,solapur,maharashtra
508,anajngaon surji,black gram,2015,october,340,9050,10158,9613.0,2015-10,amaravathi,maharashtra
509,jamkhed,black gram,2015,august,3053,8393,8900,8646.0,2015-08,ahmadnagar,maharashtra
510,barshi-vairag,black gram,2015,september,449,8229,8971,8779.0,2015-09,solapur,maharashtra
511,daryapur,black gram,2015,december,625,7036,10062,9372.0,2015-12,amaravathi,maharashtra
512,barshi,black gram,2015,september,860,7852,9037,8601.0,2015-09,solapur,maharashtra
513,shirpur,black gram,2015,september,267,7249,8923,8511.0,2015-09,dhule,maharashtra
514,chandur bajar,black gram,2015,november,8,9050,11625,10850.0,2015-11,amaravathi,maharashtra
515,naigaon,black gram,2015,october,83,11046,11730,11384.0,2015-10,nanded,maharashtra
516,nandgaon khandeshwar,black gram,2015,october,150,8650,10527,9588.0,2015-10,amaravathi,maharashtra
517,chopda,black gram,2015,october,32,9104,10404,10012.0,2015-10,jalgaon,maharashtra
518,jalgaon,black gram,2015,october,2131,9816,11709,11274.0,2015-10,jalgaon,maharashtra
519,akkolkot,black gram,2015,september,1524,8755,9418,9220.0,2015-09,solapur,maharashtra
520,dhule,black gram,2015,september,50,8038,8541,8462.0,2015-09,dhule,maharashtra
521,umarga,black gram,2015,december,5,9867,9867,9867.0,2015-12,osmanabad,maharashtra
522,ahmednagar,black gram,2015,august,1,8100,8100,8100.0,2015-08,ahmadnagar,maharashtra
523,taloda,black gram,2015,november,2282,7170,9070,8585.0,2015-11,nandurbar,maharashtra
524,murum,black gram,2015,december,338,8427,9853,9139.0,2015-12,osmanabad,maharashtra
525,daryapur,black gram,2015,november,498,7187,9911,8733.0,2015-11,amaravathi,maharashtra
526,kalyan,black gram,2015,august,3,8000,8500,8200.0,2015-08,thane,maharashtra
